region,type,symbol,name
Hong Kong,Equity,0001.HKG,"CK Hutchison Holdings Limited"
Hong Kong,Equity,0004.HKG,"Wharf (Holdings) Limited"
Hong Kong,Equity,0014.HKG,"Hysan Development Company Limited"
Hong Kong,Equity,0022.HKG,"Mexan Limited"
Hong Kong,Equity,0039.HKG,"China Beidahuang Industry Group Holdings Limited"
Hong Kong,Equity,0043.HKG,"C.P. Pokphand Co. Ltd."
Hong Kong,Equity,0044.HKG,"HAECO"
Hong Kong,Equity,0057.HKG,"Chen Hsong Holdings Limited"
Hong Kong,Equity,0075.HKG,"Y. T. Realty Group Limited"
Hong Kong,Equity,0085.HKG,"China Electronics Huada Technology Company Limited"
Hong Kong,Equity,0095.HKG,"LVGEM (China) Real Estate Investment Company Limited"
Hong Kong,Equity,0111.HKG,"Cinda International Holdings Limited"
Hong Kong,Equity,0121.HKG,"C.P. Lotus Corporation"
Hong Kong,Equity,0123.HKG,"Yuexiu Property Company Limited"
Hong Kong,Equity,0128.HKG,"ENM Holdings Limited"
Hong Kong,Equity,0143.HKG,"Guoan International Limited"
Hong Kong,Equity,0158.HKG,"Melbourne Enterprises Limited"
Hong Kong,Equity,0159.HKG,"Brockman Mining Limited"
Hong Kong,Equity,0160.HKG,"Hon Kwok Land Investment Company, Limited"
Hong Kong,Equity,0161.HKG,"AVIC International Holdings Limited"
Hong Kong,Equity,0169.HKG,"Wanda Hotel Development Company Limited"
Hong Kong,Equity,0173.HKG,"K. Wah International Holdings Limited"
Hong Kong,Equity,0175.HKG,"Geely Automobile Holdings Limited"
Hong Kong,Equity,0184.HKG,"Keck Seng Investments (Hong Kong) Limited"
Hong Kong,Equity,0186.HKG,"Nimble Holdings Company Limited"
Hong Kong,Equity,0190.HKG,"HKC (Holdings) Limited"
Hong Kong,Equity,0194.HKG,"Liu Chong Hing Investment Limited"
Hong Kong,Equity,0200.HKG,"Melco International Development Limited"
Hong Kong,Equity,0205.HKG,"SEEC Media Group Limited"
Hong Kong,Equity,0207.HKG,"Joy City Property Limited"
Hong Kong,Equity,0215.HKG,"Hutchison Telecommunications Hong Kong Holdings Limited"
Hong Kong,Equity,0232.HKG,"AVIC International Holding (HK) Limited"
Hong Kong,Equity,0239.HKG,"Pak Fah Yeow International Limited"
Hong Kong,Equity,0241.HKG,"Alibaba Health Information Technology Limited"
Hong Kong,Equity,0242.HKG,"Shun Tak Holdings Limited"
Hong Kong,Equity,0243.HKG,"QPL International Holdings Limited"
Hong Kong,Equity,0248.HKG,"HKC International Holdings Limited"
Hong Kong,Equity,0256.HKG,"Citychamp Watch & Jewellery Group Limited"
Hong Kong,Equity,0259.HKG,"Yeebo (International Holdings) Limited"
Hong Kong,Equity,0260.HKG,"AVIC Joy Holdings (HK) Limited"
Hong Kong,Equity,0285.HKG,"BYD Electronic (International) Company Limited"
Hong Kong,Equity,0298.HKG,"Chuang's China Investments Limited"
Hong Kong,Equity,0305.HKG,"Wuling Motors Holdings Limited"
Hong Kong,Equity,0306.HKG,"Kwoon Chung Bus Holdings Limited"
Hong Kong,Equity,0312.HKG,"Shirble Department Store Holdings (China) Limited"
Hong Kong,Equity,0317.HKG,"CSSC Offshore & Marine Engineering (Group) Company Limited"
Hong Kong,Equity,0335.HKG,"Upbest Group Limited"
Hong Kong,Equity,0336.HKG,"Huabao International Holdings Limited"
Hong Kong,Equity,0346.HKG,"Yanchang Petroleum International Limited"
Hong Kong,Equity,0359.HKG,"China Haisheng Juice Holdings Co. Ltd."
Hong Kong,Equity,0362.HKG,"Xinyang Maojian Group Limited"
Hong Kong,Equity,0367.HKG,"Chuang's Consortium International Limited"
Hong Kong,Equity,0375.HKG,"YGM Trading Limited"
Hong Kong,Equity,0381.HKG,"Kiu Hung International Holdings Limited"
Hong Kong,Equity,0398.HKG,"Oriental Watch Holdings Limited"
Hong Kong,Equity,0405.HKG,"Yuexiu Real Estate Investment Trust"
Hong Kong,Equity,0406.HKG,"Yau Lee Holdings Limited"
Hong Kong,Equity,0408.HKG,"Yip's Chemical Holdings Limited"
Hong Kong,Equity,0411.HKG,"Lam Soon (Hong Kong) Limited"
Hong Kong,Equity,0417.HKG,"Tse Sui Luen Jewellery (International) Limited"
Hong Kong,Equity,0419.HKG,"Huayi Tencent Entertainment Company Limited"
Hong Kong,Equity,0438.HKG,"IRICO Group New Energy Company Limited"
Hong Kong,Equity,0439.HKG,"KuangChi Science Limited"
Hong Kong,Equity,0440.HKG,"Dah Sing Financial Holdings Limited"
Hong Kong,Equity,0460.HKG,"Sihuan Pharmaceutical Holdings Group Ltd."
Hong Kong,Equity,0471.HKG,"CMMB Vision Holdings Limited"
Hong Kong,Equity,0474.HKG,"Hao Tian Development Group Limited"
