region,type,symbol,name
United Kingdom,Mutual Fund,CLCD.LON,"Calculus VCT Plc"
United Kingdom,Mutual Fund,EFML.LON,"Edinburgh Dragon Ord"
United Kingdom,Mutual Fund,F0000003AY.LON,"SSgA Asia Pacific exJapan Equity Tracker"
United Kingdom,Mutual Fund,F000000L25.LON,"First State Glbl Lstd Infras A GBP Acc"
United Kingdom,Mutual Fund,F00000249Y.LON,"CCLA COIF Charities Fixed Interest Acc"
United Kingdom,Mutual Fund,F0000024N1.LON,"CCLA Local Authorities Property Inc"
United Kingdom,Mutual Fund,F000002JCU.LON,"OHP Fund"
United Kingdom,Mutual Fund,F000002VGD.LON,"CCLA CBF CoE Global Equity Income Acc"
United Kingdom,Mutual Fund,F000002XYG.LON,"Janus Henderson Instl Lg Datd Gilt Z Acc"
United Kingdom,Mutual Fund,F000003W7G.LON,"CF New Viaduc"
United Kingdom,Mutual Fund,F000003XHH.LON,"MI Hawksmoor Vanbrugh A Inc"
United Kingdom,Mutual Fund,F000005OGA.LON,"Epworth Affirmative Corporate Bond Fund"
United Kingdom,Mutual Fund,F00000H17G.LON,"MI PanDYNAMIC PanBalanced B Acc"
United Kingdom,Mutual Fund,F00000IRPS.LON,"M&G Episode Macro Euro T-H Acc"
United Kingdom,Mutual Fund,F00000IRPT.LON,"M&G Episode Macro Euro S-H Acc"
United Kingdom,Mutual Fund,F00000IRPU.LON,"M&G Episode Macro GBP T-H Acc"
United Kingdom,Mutual Fund,F00000IRPV.LON,"M&G Episode Macro GBP S-H Acc"
United Kingdom,Mutual Fund,F00000J5DN.LON,"Aberdeen Investment Funds UK ICVC II-Aberdeen UK All Share Tracker Fund"
United Kingdom,Mutual Fund,F00000JTT3.LON,"Threadneedle UK Absolute Alpha RNA GBP"
United Kingdom,Mutual Fund,F00000LKPG.LON,"Sarasin Charities Thtc UK Eq GBP A Inc"
United Kingdom,Mutual Fund,F00000LKPH.LON,"Sarasin Charities Thtc UK Eq GBP A Acc"
United Kingdom,Mutual Fund,F00000LKPI.LON,"Sarasin Charities Thtc UK Eq GBP Z Inc"
United Kingdom,Mutual Fund,F00000LKPJ.LON,"Sarasin Charities Thtc UK Eq GBP Z Acc"
United Kingdom,Mutual Fund,F00000LKPK.LON,"Sarasin Charities Thtc UK Eq GBP X Inc"
United Kingdom,Mutual Fund,F00000LLCD.LON,"Elite Webb Cap Smaller Co Inc & Gr Inc"
United Kingdom,Mutual Fund,F00000LLCE.LON,"Elite Webb Cap Smaller Co Inc & Gr Acc"
United Kingdom,Mutual Fund,F00000LMWN.LON,"S&W Ourax Unit Trust"
United Kingdom,Mutual Fund,F00000LMZO.LON,"TM Fulcrum Diversified Growth D GBP"
United Kingdom,Mutual Fund,F00000LWJ4.LON,"FP SCDavies Global Equity Fund"
United Kingdom,Mutual Fund,F00000LWJ8.LON,"FP SCDavies Global Fixed Income Fund"
United Kingdom,Mutual Fund,F00000LWJ9.LON,"FP SCDavies Global Fixed Inc A Inc GBP"
United Kingdom,Mutual Fund,F00000LWJG.LON,"FP SCDavies Global Alternatives Fund"
United Kingdom,Mutual Fund,F00000LYYJ.LON,"Fidelity UK Smaller Companies Y-Acc"
United Kingdom,Mutual Fund,F00000M7JJ.LON,"ConBrio Sanford Deland UK Buffettology"
United Kingdom,Mutual Fund,F00000MABD.LON,"QAM Downing Monthly Income Inc"
United Kingdom,Mutual Fund,F00000MPEL.LON,"Threadneedle Amer Sm Cos XNA USD"
United Kingdom,Mutual Fund,F00000MPEN.LON,"Threadneedle Abs Ret Bd XGA GBP"
United Kingdom,Mutual Fund,F00000MPUQ.LON,"Janus Henderson Instl Lg Datd Gilt A Acc"
United Kingdom,Mutual Fund,F00000MWKG.LON,"Jupiter Monthly Income I Acc"
United Kingdom,Mutual Fund,F00000N3GL.LON,"CCLA COIF Charities Ethical Investment Fund"
United Kingdom,Mutual Fund,F00000N9R8.LON,"TM NewCourt A 2011 Inc"
United Kingdom,Mutual Fund,F00000NDR1.LON,"M&G Global Macro Bond Euro B-H Acc"
United Kingdom,Mutual Fund,F00000O96Y.LON,"Schroder Stlg Broad Market Bd X Inc Qutly"
United Kingdom,Mutual Fund,F00000O9KO.LON,"Libero Cautious CWM Acc"
United Kingdom,Mutual Fund,F00000OKCL.LON,"Fidelity Emerg Eur Mddl East&Africa YAcc"
United Kingdom,Mutual Fund,F00000OLNE.LON,"ConBrio UK Opportunities Charity Inc"
United Kingdom,Mutual Fund,F00000OLPT.LON,"Carvetian Shakespeare Head Income"
United Kingdom,Mutual Fund,F00000OSIM.LON,"M&G Global Convertibles USD C-H Acc"
United Kingdom,Mutual Fund,F00000OSIP.LON,"M&G Global Convertibles GBP R-H Acc"
United Kingdom,Mutual Fund,F00000OU8V.LON,"Threadneedle Glbl Select ZNA"
United Kingdom,Mutual Fund,F00000OU8W.LON,"Threadneedle Glbl Bd ZGI"
United Kingdom,Mutual Fund,F00000OU8Y.LON,"Threadneedle High Yield Bd ZGA"
United Kingdom,Mutual Fund,F00000OU8Z.LON,"Threadneedle Strategic Bond ZGA"
United Kingdom,Mutual Fund,F00000OU92.LON,"Threadneedle Strategic Bond ZGI"
