symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
RP,RealPage Inc.,Equity,United States,09:30,16:00,UTC-05,USD,1.0000
RPM,RPM International Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.8000
RES,RPC Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.8000
RPD,Rapid7 Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.8000
RPAI,Retail Properties of America Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.8000
RPMGX,T. Rowe Price Mid-Cap Growth,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.8000
RPG,Invesco S&P 500 Pure Growth ETF,ETF,United States,09:30,16:00,UTC-05,USD,0.6667
RPT,RPT Realty,Equity,United States,09:30,16:00,UTC-05,USD,0.5714
RPBAX,T. Rowe Price Balanced,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.5714
RPV,Invesco S&P 500 Pure Value ETF,ETF,United States,09:30,16:00,UTC-05,USD,0.4000
