symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
TSG,The Stars Group Inc.,Equity,United States,09:30,16:00,UTC-05,USD,1.0000
TSGTF,Tsingtao Brewery Company Limited,Equity,United States,09:30,16:00,UTC-05,USD,0.8571
TSGTY,Tsingtao Brewery Company Limited,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
TSGUX,Consulting Group Small-Mid Cap Equity,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
TSGL,The Staffing Group Ltd.,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
TSGAX,Timothy Plan Strategic Growth A,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
TSGCX,Timothy Plan Strategic Growth C,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
TSGLX,TIAA-CREF Lifestyle Growth Retail,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
TSGWX,JHancock Fundamental Large Cap Core B,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
TSGGX,TIAA-CREF Lifestyle Growth Institutional,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
