symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
AUPH,Aurinia Pharmaceuticals Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.8571
AUP.TRT,Aurinia Pharmaceuticals Inc.,Equity,Toronto,09:30,16:00,UTC-05,CAD,0.6667
ALAUP.PAR,Auplata S.A.,Equity,Paris,09:00,17:30,UTC+01,EUR,0.5455
