symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
HSLAX,Hartford Small Cap Growth A,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
HSLCX,Hartford Small Cap Growth C,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
HSLYX,Hartford Small Cap Growth Y,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
HSLTX,Hartford Small Cap Growth R5,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
HSLRX,Hartford Small Cap Growth R3,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
HSLIX,Hartford Small Cap Growth I,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
HSLVX,Hartford Small Cap Growth R6,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
HSLFX,Hartford Small Cap Growth F,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
HSLSX,Hartford Small Cap Growth R4,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
HSLB.KLA,HOCK SENG LEE BHD,Equity,Malaysia,09:00,17:00,UTC+08,MYR,0.6000
