symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
HKTVY,Hong Kong Television Network Limited,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
HKTTF,HKT Trust and HKT Limited Stapled Units,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
HKTTY,HKT Trust and HKT Limited,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
6823.HKG,HKT Trust and HKT Limited Stapled Units,Equity,Hong Kong,09:30,16:00,UTC+08,HKD,0.7500
4HK.STG,HKT Trust and HKT Ltd. Reg.Stap,Equity,Stuttgart,08:00,20:00,UTC+01,EUR,0.6667
4HK.FRK,HKT TRUST A.HK.LTD ST.UTS,Equity,Frankfurt,08:00,20:00,UTC+01,EUR,0.6667
HKT.FRK,HK Electric Investments and HK Electric Investments Limited Stapled Securities,Equity,Frankfurt,08:00,20:00,UTC+01,EUR,0.5000
4HK.BER,HKT TRUST A.HK.LTD ST.UTS,Equity,Berlin,08:00,20:00,UTC+01,EUR,0.4444
HKT.BER,HK ELECTR.INV.+HK EL.I.ST,Equity,Berlin,08:00,20:00,UTC+01,EUR,0.4444
HKT.MUN,HK ELECTR.INV.+HK EL.I.ST,Equity,Munich,08:00,20:00,UTC+01,EUR,0.4000
