symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
601860.SHH,"Jiangsu Zijin Rural Commercial Bank CO.,LTD.",Equity,Shanghai,09:30,15:00,UTC+08,CNY,0.6667
603629.SHH,Jiangsu Lettall Electronic Co. Ltd..,Equity,Shanghai,09:30,15:00,UTC+08,CNY,0.5714
JKS,JinkoSolar Holding Co. Ltd.,Equity,United States,09:30,16:00,UTC-05,USD,0.5714
JILL,J.Jill Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.5714
JT,Jianpu Technology Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.5714
JIHDX,JHFunds 2 High Yield 1,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.5714
JIGAX,JPMorgan Intrepid Growth A,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.5000
JILBX,JHancock Multimanager Lifestyle Bal 1,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.4000
JIGTX,JHancock International Growth R6,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.1081
JILGX,JHancock Multimanager Lifestyle Gr 1,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.0870
