symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
SYAAF,Syrah Resources Limited,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
SYATF,Siyata Mobile Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
SYAMX,AMG Systematic Mid Cap Value N,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
SYANY,Sydbank A/S,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
BTPS.JKT,PT Bank Tabungan Pensiunan Nasional Syariah Tbk.,Equity,Jakarta,09:00,16:00,UTC+07,IDR,0.6667
PNBS.JKT,PT Bank Panin Dubai Syariah Tbk,Equity,Jakarta,09:00,16:00,UTC+07,IDR,0.2500
SYA.AUS,Sayona Mining Limited,Equity,Australia,10:00,16:00,UTC+11,AUD,0.2308
JMAS.JKT,PT Asuransi Jiwa Syariah Jasa Mitra Abadi Tbk,Equity,Jakarta,09:00,16:00,UTC+07,IDR,0.2000
XIJI.JKT,Syariah Premier ETF JII,Mutual Fund,Jakarta,09:00,16:00,UTC+07,IDR,0.2000
2PS.FRK,PT Bank Panin Dubai Syariah Tbk,Equity,Frankfurt,08:00,20:00,UTC+01,EUR,0.2000
