symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
C,Citigroup Inc.,Equity,United States,09:30,16:00,UTC-05,USD,1.0000
CNTX,Centrexion Therapeutics Corporation,Equity,United States,09:30,16:00,UTC-05,USD,0.5000
CFFAU,CF FINANCE ACQUISITION CORP.,Equity,United States,09:30,16:00,UTC-05,USD,0.5000
CHACU,CHARDAN HEALTHCARE ACQUISITION CORP.,Equity,United States,09:30,16:00,UTC-05,USD,0.5000
CGC,Canopy Growth Corporation,Equity,United States,09:30,16:00,UTC-05,USD,0.5000
CSCO,Cisco Systems Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.4000
CHK,Chesapeake Energy Corporation,Equity,United States,09:30,16:00,UTC-05,USD,0.4000
CWK,Cushman & Wakefield plc,Equity,United States,09:30,16:00,UTC-05,USD,0.4000
CTK,CooTek (Cayman) Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.3333
CNST,Constellation Pharmaceuticals Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.3333
