symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
PWYD.BER,I.DWA FI.MO.,ETF,Berlin,08:00,20:00,UTC+01,EUR,0.7273
PWYD.DUS,I.DWA FI.MO.,ETF,Dusseldorf,08:30,20:00,UTC+01,EUR,0.7273
