symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
DGX,Quest Diagnostics Incorporated,Equity,United States,09:30,16:00,UTC-05,USD,0.8571
QRHC,Quest Resource Holding Corporation,Equity,United States,09:30,16:00,UTC-05,USD,0.3750
QPRC,Quest Patent Research Corporation,Equity,United States,09:30,16:00,UTC-05,USD,0.2857
QUES,Quest Solution Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.2857
MQIFX,Franklin Mutual Quest Z,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.2857
GQMNF,Golden Queen Mining Co. Ltd.,Equity,United States,09:30,16:00,UTC-05,USD,0.2500
TEQIX,Franklin Mutual Quest A,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.2500
QOIL,Quest Oil Corporation,Equity,United States,09:30,16:00,UTC-05,USD,0.2500
QBCRF,Quebecor Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.2500
QRMLF,Quest Rare Minerals Ltd.,Equity,United States,09:30,16:00,UTC-05,USD,0.1818
