symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
5851.TOK,Ryobi Limited,Equity,Tokyo,09:00,15:00,UTC+09,JPY,0.6000
RYO1.FRK,Ryobi Limited,Equity,Frankfurt,08:00,20:00,UTC+01,EUR,0.4706
