symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
BLBD,Blue Bird Corporation,Equity,United States,09:30,16:00,UTC-05,USD,0.8889
BLBDW,Blue Bird Corporation,Equity,United States,09:30,16:00,UTC-05,USD,0.8889
BIRDX,iShares Developed Real Estate Index Instl,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7273
BIRDF,Bird Construction Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.6667
BIRD.P.V,Cassowary Capital Corp Ltd,Equity,CDNX,09:30,16:00,UTC-05,USD,0.5000
BDT.TRT,Bird Construction Inc.,Equity,Toronto,09:30,16:00,UTC-05,CAD,0.4444
BIRD.JKT,PT Blue Bird Tbk,Equity,Jakarta,09:00,16:00,UTC+07,IDR,0.4000
1Q1.FRK,Bird River Resources Inc.,Equity,Frankfurt,08:00,20:00,UTC+01,EUR,0.3333
600130.SHH,Ningbo Bird Co. Ltd..,Equity,Shanghai,09:30,15:00,UTC+08,CNY,0.3077
6LT.FRK,Bird Construction Inc.,Equity,Frankfurt,08:00,20:00,UTC+01,EUR,0.2759
