symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
GB00B61LLQ69.LON,Aberdeen Investment Funds UK ICVC II-Aberdeen UK All Share Tracker Fund,Mutual Fund,United Kingdom,08:00,16:30,UTC+00,GBP,0.1067
F00000J5DN.LON,Aberdeen Investment Funds UK ICVC II-Aberdeen UK All Share Tracker Fund,Mutual Fund,United Kingdom,08:00,16:30,UTC+00,GBP,0.1067
