symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
LMGNX,ClearBridge International Growth I,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.8571
LMGDF,Lumina Gold Corp.,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
LMGAX,Lord Abbett Growth Opportunities A,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
LMGR,Light Management Group Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
LMGTX,ClearBridge International Growth C,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
LMGEX,QS International Equity C,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
LMGCX,Lord Abbett Growth Opportunities C,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
LMGBX,Lord Abbett Growth Opportunities B,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
LMGPX,ClearBridge International Growth IS,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
LMGIX,QS Defensive Growth I,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
