symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
BDRBF,Bombardier Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.8889
BDRAF,Bombardier Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.6667
BDRXF,Bombardier Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.4444
BDRPF,Bombardier Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.4211
BMBPY,Bombril S.A.,Equity,United States,09:30,16:00,UTC-05,USD,0.4211
BOMBF,Bombardier Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.4211
BBD-B.TRT,Bombardier Inc.,Equity,Toronto,09:30,16:00,UTC-05,CAD,0.4211
BBDB.TRT,"BOMBARDIER INC., CL. B, SV",Equity,Toronto,09:30,16:00,UTC-05,CAD,0.4211
BBD-A.TRT,Bombardier Inc.,Equity,Toronto,09:30,16:00,UTC-05,CAD,0.4211
BBDB.FRK,Bombardier Inc.,Equity,Frankfurt,08:00,20:00,UTC+01,EUR,0.3636
