symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
JJSF,J & J Snack Foods Corp.,Equity,United States,09:30,16:00,UTC-05,USD,0.8000
JJOFF,iPath Bloomberg Coffee SubTR ETN,Equity,United States,09:30,16:00,UTC-05,USD,0.8000
JJCB,iPath B Bloomberg Copper Ttl Ret ETN,ETF,United States,09:30,16:00,UTC-05,USD,0.6667
JJNTF,iPath Bloomberg Nickel SubTR ETN,Equity,United States,09:30,16:00,UTC-05,USD,0.6667
JJGB,iPath B Bloomberg Grains Ttl Ret ETN,ETF,United States,09:30,16:00,UTC-05,USD,0.6667
JJG,iPath B Bloomberg Grains Ttl Ret ETN,ETF,United States,09:30,16:00,UTC-05,USD,0.6667
JJGTF,iPath Bloomberg Grains SubTR ETN,Equity,United States,09:30,16:00,UTC-05,USD,0.5714
JJC,iPath B Bloomberg Copper Ttl Ret ETN,ETF,United States,09:30,16:00,UTC-05,USD,0.5714
JJEB,iPath B Bloomberg Engy Ttl Ret ETN,ETF,United States,09:30,16:00,UTC-05,USD,0.5714
JJCTF,iPath Bloomberg Copper SubTR ETN,Equity,United States,09:30,16:00,UTC-05,USD,0.5714
