symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
PRZFF,Prize Mining Corporation,Equity,United States,09:30,16:00,UTC-05,USD,0.8571
PRZIX,T. Rowe Price Emerging Markets Stock I,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
PRZM,Prism Technologies Group Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
PRZZX,Putnam RetirementReady 2040 Y,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
PRZ.TRV,Prize Mining Corporation,Equity,Toronto Venture,09:30,16:00,UTC-05,CAD,0.7500
PRZ.AUS,Parazero Limited,Equity,Australia,10:00,16:00,UTC+11,AUD,0.7500
PRZ.FRK,Proto Labs Inc.,Equity,Frankfurt,08:00,20:00,UTC+01,EUR,0.6667
PRZ.BER,"PROTO LABS INC.  DL-,001",Equity,Berlin,08:00,20:00,UTC+01,EUR,0.6667
PRZ.HAM,"PROTO LABS INC.  DL-,001",Equity,Hamburg,08:00,20:00,UTC+01,EUR,0.6667
PRZ.MUN,"PROTO LABS INC.  DL-,001",Equity,Munich,08:00,20:00,UTC+01,EUR,0.6667
