symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
TLF,Tandy Leather Factory Inc.,Equity,United States,09:30,16:00,UTC-05,USD,1.0000
TLFTF,Canntab Therapeutics Limited,Equity,United States,09:30,16:00,UTC-05,USD,0.8571
TLFRX,TIAA-CREF Lifecycle 2050 Retirement,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
TLFIX,TIAA-CREF Lifecycle Index 2015 Instl,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
TLFX,Telefix Communications Holdings Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
TLFPX,TIAA-CREF Lifecycle Index 2015 Premier,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
TLFAX,TIAA-CREF Lifecycle Index 2015 Advisor,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
TLFP.FRK,DASAN Zhone Solutions Inc.,Equity,Frankfurt,08:00,20:00,UTC+01,EUR,0.6667
TLFP.BER,"DASAN ZHONE SOL.  DL-,001",Equity,Berlin,08:00,20:00,UTC+01,EUR,0.6667
TLF.TRT,Tech Leaders Income ETF,ETF,Toronto,09:30,16:00,UTC-05,CAD,0.6000
