symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
NLUD.DUS,M + W PRIVAT,ETF,Dusseldorf,08:30,20:00,UTC+01,EUR,0.6667
NLUD.HAM,M + W PRIVAT,ETF,Hamburg,08:00,20:00,UTC+01,EUR,0.6000
NLUD.MUN,M + W PRIVAT,ETF,Munich,08:00,20:00,UTC+01,EUR,0.6000
NLUD.STG,M & W Privat FCP Inhaber-Anteil,Mutual Fund,Stuttgart,08:00,20:00,UTC+01,EUR,0.6000
NLUE.DUS,LBBW EQUITY SELECT T (T),ETF,Dusseldorf,08:30,20:00,UTC+01,EUR,0.6000
NLUE.HAM,LBBW EQUITY SELECT T (T),ETF,Hamburg,08:00,20:00,UTC+01,EUR,0.6000
NLUE.STG,LBBW Equity Select Inhaber-Ante,Mutual Fund,Stuttgart,08:00,20:00,UTC+01,EUR,0.6000
NLUF.DUS,FIDECUM-CONTR.VAL.EUROL.A,ETF,Dusseldorf,08:30,20:00,UTC+01,EUR,0.6000
NLUF.HAM,FIDECUM-CONTR.VAL.EUROL.A,ETF,Hamburg,08:00,20:00,UTC+01,EUR,0.6000
NLUF.FRK,Fidecum SICAV - Contrarian Value Euroland,ETF,Frankfurt,08:00,20:00,UTC+01,EUR,0.6000
