symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
AGX,Argan Inc.,Equity,United States,09:30,16:00,UTC-05,USD,1.0000
AGXXF,AGT Food and Ingredients Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
AGXKF,Anglo Asian Mining PLC,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
AGXRX,AGF Global Equity R6,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
AGXIX,AGF Global Equity I,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
AGX.FRK,Agennix AG,Equity,Frankfurt,08:00,20:00,UTC+01,EUR,0.7500
AGX.HAN,AGENNIX AG I.A.,Equity,Hanover,08:00,20:00,UTC+01,EUR,0.6667
AGX.HAM,AGENNIX AG I.A.,Equity,Hamburg,08:00,20:00,UTC+01,EUR,0.6667
AGX.MUN,AGENNIX AG I.A.,Equity,Munich,08:00,20:00,UTC+01,EUR,0.6667
AGX.STG,Agennix AG i.A. Inhaber-Aktien ,Equity,Stuttgart,08:00,20:00,UTC+01,EUR,0.6667
