symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
MUA,"Blackrock MuniAssets Fund, Inc",Equity,United States,09:30,16:00,UTC-05,USD,1.0000
MUAIX,Morgan Stanley Instl Ultr-Shrt Inc A,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.8571
MUAA,iShares 2012 S&P AMT-Free Munic,ETF,United States,09:30,16:00,UTC-05,USD,0.8571
MUARX,Pioneer Flexible Opportunities R,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
MUAB,iShares 2013 AMT-Free Muni Term,ETF,United States,09:30,16:00,UTC-05,USD,0.7500
MUA.AUS,Mitula Group Limited,Equity,Australia,10:00,16:00,UTC+11,AUD,0.6667
MTC.BAK,Muangthai Capital Public Company Limited,Equity,Thailand,10:00,16:30,UTC+07,THB,0.6667
MUA.BER,"ABC MULTIAC. CONS. HD-,10",Equity,Berlin,08:00,20:00,UTC+01,EUR,0.6667
MTI.BAK,Muang Thai Insurance Public Company Limited,Equity,Thailand,10:00,16:30,UTC+07,THB,0.2222
MUA.PAR,Lyxor FTSE EPRA/NAREIT US ETF Dis EUR,ETF,Paris,09:00,17:30,UTC+01,EUR,0.2222
