symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
AFID.BER,AIS-AM.S+P G.L.DLC,ETF,Berlin,08:00,20:00,UTC+01,EUR,0.4000
GLUX.MUN,AIS-AM.S+P G.L.EOC,ETF,Munich,08:00,20:00,UTC+01,EUR,0.2857
