symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
ACV,AllianzGI Diversified Income & Convertible Fund,Equity,United States,09:30,16:00,UTC-05,USD,1.0000
ACVWX,AC Alternatives Market Neutral Val R,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
ACVAX,American Century Strat Allc: Agrsv A,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
ACVIX,American Century Small Cap Value I,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
ACVRX,American Century International Val R,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
ACVHX,AC Alternatives Market Neutral Val C,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
ACVUX,American Century International Value I,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
ACVQX,AC Alternatives Market Neutral Val A,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
ACVVX,AC Alternatives Market Neutral Val Inv,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
ACVKX,AC Alternatives Market Neutral Val I,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
