symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
SUBDX,Carillon Reams Unconstrained Bond A,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.8889
B1W1.BER,"BUKIT SEMBA. SUBDI.SD-,50",Equity,Berlin,08:00,20:00,UTC+01,EUR,0.3636
EM7A.BER,EMPEROR ENTMT HOTEL SUBD.,Equity,Berlin,08:00,20:00,UTC+01,EUR,0.3636
EM7A.MUN,EMPEROR ENTMT HOTEL SUBD.,Equity,Munich,08:00,20:00,UTC+01,EUR,0.2759
MX7A.MUN,MELCO INTL SUBDIV.,Equity,Munich,08:00,20:00,UTC+01,EUR,0.2759
B1W1.MUN,"BUKIT SEMBA. SUBDI.SD-,50",Equity,Munich,08:00,20:00,UTC+01,EUR,0.2759
EM3A.BER,EMPEROR INTL SUBDIV.HD-01,Equity,Berlin,08:00,20:00,UTC+01,EUR,0.2759
EM3A.MUN,EMPEROR INTL SUBDIV.HD-01,Equity,Munich,08:00,20:00,UTC+01,EUR,0.2759
EM7A.STG,Emperor Entmt Hotel Ltd. Subdiv,Equity,Stuttgart,08:00,20:00,UTC+01,EUR,0.2759
MX7A.BER,MELCO INTL SUBDIV.,Equity,Berlin,08:00,20:00,UTC+01,EUR,0.2286
