symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
GCREX,Griffin Institutional Access Re,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
GCRIX,Goldman Sachs Concentrated Growth Instl,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
GCRTX,Goldman Sachs Absolute Ret Trckr C,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
GCRIF,Rogue Resources Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
GCR.FRK,Avita Medical Limited,Equity,Frankfurt,08:00,20:00,UTC+01,EUR,0.7500
GCR.TRV,Gespeg Copper Resources Inc.,Equity,Toronto Venture,09:30,16:00,UTC-05,CAD,0.7500
GCR.HAM,AVITA MEDICAL LTD,Equity,Hamburg,08:00,20:00,UTC+01,EUR,0.6667
GCR.AUS,Golden Cross Resources Limited,Equity,Australia,10:00,16:00,UTC+11,AUD,0.6667
GCR.BER,AVITA MEDICAL LTD,Equity,Berlin,08:00,20:00,UTC+01,EUR,0.6667
GCR.STG,Avita Medical Limited,Equity,Stuttgart,08:00,20:00,UTC+01,EUR,0.6667
