symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
KUBTY,Kubota Corporation,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
SGTB,Kuboo Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
KUBTF,Kubota Corporation,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
KBBTF,Kubota Pharmaceutical Holdings Co. Ltd.,Equity,United States,09:30,16:00,UTC-05,USD,0.6000
KUBE.MOS,Kuban Power and Electrification Public Joint Stock Company,Equity,Moscow,10:00,18:45,UTC+03,RUB,0.6000
KUB.TRV,Cub Energy Inc.,Equity,Toronto Venture,09:30,16:00,UTC-05,CAD,0.5000
6326.TOK,Kubota Corporation,Equity,Tokyo,09:00,15:00,UTC+09,JPY,0.4444
KBK.MUN,KUBOTEK CORP.,Equity,Munich,08:00,20:00,UTC+01,EUR,0.4444
KUO1.FRK,Kubota Corporation,Equity,Frankfurt,08:00,20:00,UTC+01,EUR,0.4286
KUBM.KLA,KUB MALAYSIA BHD,Equity,Malaysia,09:00,17:00,UTC+08,MYR,0.2857
