symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
TSRO,Tesaro Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.7273
TESA3.SAO,Terra Santa Agro S.A.,Equity,Brazil/Sao Paolo,10:00,17:30,UTC-02,BRL,0.7273
TESA.STG,Fr.Temp.Inv.Fds-T.China Fd Name,Mutual Fund,Stuttgart,08:00,20:00,UTC+01,EUR,0.7273
T8S.FRK,Tesaro Inc.,Equity,Frankfurt,08:00,20:00,UTC+01,EUR,0.7273
0LEP.LON,Tesaro Inc.,Equity,United Kingdom,08:00,16:30,UTC+00,GBP,0.7273
T8S.STG,TESARO Inc. Registered Shares D,Equity,Stuttgart,08:00,20:00,UTC+01,EUR,0.6667
TESA.BER,F.TEM.INV-T.CHINA N ACC.,ETF,Berlin,08:00,20:00,UTC+01,EUR,0.5000
TESA.DUS,F.TEM.INV-T.CHINA N ACC.,ETF,Dusseldorf,08:30,20:00,UTC+01,EUR,0.5000
TESA.HAN,F.TEM.INV-T.CHINA N ACC.,ETF,Hanover,08:00,20:00,UTC+01,EUR,0.5000
TESA.HAM,F.TEM.INV-T.CHINA N ACC.,ETF,Hamburg,08:00,20:00,UTC+01,EUR,0.4000
