symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
HSBC,HSBC Holdings plc,Equity,United States,09:30,16:00,UTC-05,USD,0.8571
HBCYF,HSBC Holdings plc,Equity,United States,09:30,16:00,UTC-05,USD,0.8571
HSBC-PA,HSBC Holdings plc ADR A 1/40PF A,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
HSBRX,Hartford Schroders Global Strat Bd R3,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
RINEX,HSBC Investor International Equity I,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.6000
HSBSX,Hartford Schroders Global Strat Bd R4,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.5000
HOPBX,HSBC Opportunity B,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.5000
HSBK,Highlands Bancorp Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.2857
HOPCX,HSBC Opportunity C,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.2500
HCGAX,HSBC Emerging Markets Debt A,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.1538
