symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
EIX,Edison International,Equity,United States,09:30,16:00,UTC-05,USD,0.8000
EIGR,Eiger BioPharmaceuticals Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.8000
EIDX,Eidos Therapeutics Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.8000
EIDO,iShares MSCI Indonesia ETF,ETF,United States,09:30,16:00,UTC-05,USD,0.6667
EIGI,Endurance International Group Holdings Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.6667
EIFAX,Eaton Vance Floating-Rate Advantage I,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.6667
EIM,Eaton Vance Municipal Bond Fund,Equity,United States,09:30,16:00,UTC-05,USD,0.6667
ESALY,Eisai Co. Ltd.,Equity,United States,09:30,16:00,UTC-05,USD,0.5714
EIG,Employers Holdings Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.5714
EISMX,Eaton Vance Atlanta Capital SMID-Cap I,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.2857
