symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
SEAC,SeaChange International Inc.,Equity,United States,09:30,16:00,UTC-05,USD,1.0000
SBCF,Seacoast Banking Corporation of Florida,Equity,United States,09:30,16:00,UTC-05,USD,0.8889
CKH,Seacor Holdings Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.6667
SMHI,SEACOR Marine Holdings Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.5000
SCBH,Seacoast Commerce Banc Holdings,Equity,United States,09:30,16:00,UTC-05,USD,0.5000
SEAOF,SeaCo Ltd.,Equity,United States,09:30,16:00,UTC-05,USD,0.3636
SEACX,Crossmark Steward Select Bond Instl,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.3333
SI2.FRK,SeaChange International Inc.,Equity,Frankfurt,08:00,20:00,UTC+01,EUR,0.2581
SBG1.BER,"SEACOAST BKG FLA  DL-,10",Equity,Berlin,08:00,20:00,UTC+01,EUR,0.2581
SMHI.MEX,SEACOR Marine Holdings Inc.,Equity,Mexico,08:30,15:00,UTC-06,MXP,0.2424
