symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
MIE,Cohen & Steers MLP Income and Energy Opportunity Fund Inc.,Equity,United States,09:30,16:00,UTC-05,USD,1.0000
MIELY,Mitsubishi Electric Corporation,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
MIEIX,MFS Instl International Equity,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
MIEAX,MM S&P 500 Index R4,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
MIEYX,MM S&P 500 Index Admiral,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
MIEZX,MM S&P 500 Index R5,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
MIEMX,BMO LGM Emerging Markets Equity I,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
MIELF,Mitsubishi Electric Corporation,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
MIERX,MainStay MacKay International Equity R1,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
MIEDX,MassMutual Premier International Eq R5,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
