symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
ASFYX,Natixis ASG Managed Futures Strategy Y,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.8571
ASFI,Asta Funding Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.8571
ASFX,"American Scientific Resources, Incorporated",Equity,United States,09:30,16:00,UTC-05,USD,0.8571
ASFZX,361 US Small Cap Equity I,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.8571
ASFIX,Absolute Strategies I,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
ASFT,AppSoft Technologies Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
ASFQX,361 US Small Cap Equity Inv,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
ASFZ,Associates First Capital Corporation,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
ASFNX,Arrow Dynamic Income Instl,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
ASFCX,Natixis ASG Managed Futures Strategy C,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
