symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
JELCF,Johnson Electric Holdings Limited,Equity,United States,09:30,16:00,UTC-05,USD,0.8889
JELCX,John Hancock Variable Insurance,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.8889
