symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
AGFAX,AllianzGI Global Dynamic Allocation Admiral,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.8889
AFGVY,Agfa-Gevaert NV,Equity,United States,09:30,16:00,UTC-05,USD,0.6667
AGFB.BRU,Agfa-Gevaert NV,Equity,Brussels,09:00,17:00,UTC+01,EUR,0.5455
AGE.DUS,AGFA-GEVAERT N.V.,Equity,Dusseldorf,08:30,20:00,UTC+01,EUR,0.4444
AGE.MUN,AGFA-GEVAERT N.V.,Equity,Munich,08:00,20:00,UTC+01,EUR,0.4000
AGE.STG,AGFA-GEVAERT N.V. Actions au Po,Equity,Stuttgart,08:00,20:00,UTC+01,EUR,0.4000
0MFU.ILN,AGFA GEVAERT NV AGFA-GEVAERT OR,Equity,United Kingdom,08:00,16:30,UTC+00,GBP,0.4000
AGE.FRK,Agfa-Gevaert NV,Equity,Frankfurt,08:00,20:00,UTC+01,EUR,0.4000
AGE.BER,AGFA-GEVAERT N.V.,Equity,Berlin,08:00,20:00,UTC+01,EUR,0.3810
AGEG.MUN,AGFA-GEVAERT N.V.,Equity,Munich,08:00,20:00,UTC+01,EUR,0.2286
