symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
UPWK,Upwork Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.8000
UPS,United Parcel Service Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.8000
UPL,Ultra Petroleum Corp.,Equity,United States,09:30,16:00,UTC-05,USD,0.8000
UPRO,ProShares UltraPro S&P500,ETF,United States,09:30,16:00,UTC-05,USD,0.6667
UPLD,Upland Software Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.6667
UPPR,Upper Street Marketing Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.6667
UPW,ProShares Ultra Utilities,ETF,United States,09:30,16:00,UTC-05,USD,0.6667
URSL,UpperSolution.com,Equity,United States,09:30,16:00,UTC-05,USD,0.6667
UPMKY,UPM-Kymmene Oyj,Equity,United States,09:30,16:00,UTC-05,USD,0.5714
UPZS,Unique Foods Corporation	,Equity,United States,09:30,16:00,UTC-05,USD,0.3333
