symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
RGI,Invesco S&P 500 Equal Wt Indls ETF,ETF,United States,09:30,16:00,UTC-05,USD,1.0000
RGIN,Regenicin Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.8571
RGISX,Russell Inv Global Infrastructure S,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
RGICX,American Funds Intl Gr and Inc R3,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
RGIAX,Russell Inv Global Infrastructure A,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
