symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
ACH,Aluminum Corporation of China Limited,Equity,United States,09:30,16:00,UTC-05,USD,1.0000
AKAO,Achaogen Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.8571
ACHC,Acadia Healthcare Company Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.8571
ACHN,Achillion Pharmaceuticals Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.8571
ACHV,Achieve Life Sciences Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.3529
PEY,Invesco High Yield Eq Dividend Achiev ETF,ETF,United States,09:30,16:00,UTC-05,USD,0.1875
PKW,Invesco BuyBack Achievers ETF,ETF,United States,09:30,16:00,UTC-05,USD,0.1818
RDVY,First Trust Rising Dividend Achiev ETF,ETF,United States,09:30,16:00,UTC-05,USD,0.1538
PID,Invesco International Dividend Achiev ETF,ETF,United States,09:30,16:00,UTC-05,USD,0.1538
PFM,Invesco Dividend Achievers ETF,ETF,United States,09:30,16:00,UTC-05,USD,0.1463
