symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
CSCO,Cisco Systems Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.8571
CISN,Cision Ltd.,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
CISGX,Touchstone Sands Capital Inst Gr,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
CISIX,Calvert US Large Cap Core Rspnb Index I,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
CISMX,Clarkston Partners Institutional,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
CNWT,Cistera Networks Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
CISVX,Cortina Small Cap Value Investor,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.5714
CSCO.SWI,Cisco Systems Inc.,Equity,Switzerland,09:00,17:30,UTC+01,CHF,0.4000
CIS.FRK,Cisco Systems Inc.,Equity,Frankfurt,08:00,20:00,UTC+01,EUR,0.4000
CSCO.MEX,Cisco Systems Inc.,Equity,Mexico,08:30,15:00,UTC-06,MXP,0.2857
