symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
VKBBSX,Build America Bonds Income Trus,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.8000
VKBBFX,Build America Bonds Income trus,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.8000
VKBBIX,Build America Bonds Income Trus,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.8000
VKBBDX,Build America Bonds Income Trus,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.8000
VKBBUX,Build America Bonds Income Trus,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.8000
VKBBTX,Build America Bonds Income Trus,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.8000
