symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
PEHAX,PIMCO RealPath 2030 A,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
PEH.TRV,Primeline Energy Holdings Inc.,Equity,Toronto Venture,09:30,16:00,UTC-05,CAD,0.7500
C9DF.HAN,PEH-STRATEGIE FLEXIBEL P,ETF,Hanover,08:00,20:00,UTC+01,EUR,0.7500
PEH.FRK,PEH Wertpapier AG,Equity,Frankfurt,08:00,20:00,UTC+01,EUR,0.6667
C9DF.DUS,PEH-STRATEGIE FLEXIBEL P,ETF,Dusseldorf,08:30,20:00,UTC+01,EUR,0.6667
PEHH.SWI,Invesco FTSE RAFI Emerging Markets ETF,ETF,Switzerland,09:00,17:30,UTC+01,CHF,0.6667
PEH.BER,PEH WERTPAPIER AG,Equity,Berlin,08:00,20:00,UTC+01,EUR,0.6667
PEH.DUS,PEH WERTPAPIER AG,Equity,Dusseldorf,08:30,20:00,UTC+01,EUR,0.6000
PEH.MIL,Invesco FTSE RAFI Emerging Markets ETF,ETF,Milan,09:00,17:30,UTC+01,EUR,0.2222
PEH.PAR,Invesco FTSE RAFI Emerging Markets ETF,ETF,Paris,09:00,17:30,UTC+01,EUR,0.2222
