symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
HCC,Warrior Met Coal Inc.,Equity,United States,09:30,16:00,UTC-05,USD,1.0000
HCCI,"Heritage-Crystal Clean, Inc",Equity,United States,09:30,16:00,UTC-05,USD,0.8571
HCCHU,HL Acquisition Corp. Units,Equity,United States,09:30,16:00,UTC-05,USD,0.8571
HCCH,HL Acquisition Corp.,Equity,United States,09:30,16:00,UTC-05,USD,0.8571
HCCHR,HL Acquisition Corp. RT,Equity,United States,09:30,16:00,UTC-05,USD,0.8571
HCCEX,"HC Capital Tr, The Small Capita",Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
HCCSX,"HC Capital Tr, The Commodity Re",Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
HCCAX,"HC Capital Tr, The Commodity Re",Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
HCCA,Healthcare Corporation of America,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
HCCC,H/Cell Energy Corporation,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
