symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
RWCRF,RIWI Corp.,Equity,United States,09:30,16:00,UTC-05,USD,0.8571
RWCEX,RWC Global Emerging Equity Institutional,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
RWCIX,RWC Global Emerging Equity I,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
RWCB,Redwood Capital Bancorp,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
RWC.AUS,Reliance Worldwide Corporation Limited,Equity,Australia,10:00,16:00,UTC+11,AUD,0.7500
RWC.TRT,First Asset MSCI Canada LR Wgt ETF Comm,ETF,Toronto,09:30,16:00,UTC-05,CAD,0.6667
RWC.FRK,Rockwell Collins Inc.,Equity,Frankfurt,08:00,20:00,UTC+01,EUR,0.6667
RWC.MUN,"ROCKWELL COLLINS  DL-,01",Equity,Munich,08:00,20:00,UTC+01,EUR,0.6667
RWC.STG,ROCKWELL COLLINS INC. Registere,Equity,Stuttgart,08:00,20:00,UTC+01,EUR,0.6667
RWC.DUS,Rockwell Collins Inc.,Equity,Dusseldorf,08:30,20:00,UTC+01,EUR,0.6667
