symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
PDHHX,Prudential Day One 2040 R5,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
PDHJX,Prudential Day One 2040 R6,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
PDHQX,PGIM Emerging Markets Debt Hard Ccy R6,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
PDHCX,PGIM Emerging Markets Debt Hard Ccy C,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
PDHDX,Prudential Day One 2040 R1,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
PDHVX,PGIM Emerging Markets Debt Hard Ccy Z,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
PDHEX,Prudential Day One 2040 R2,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
PDHGX,Prudential Day One 2040 R4,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
PDHFX,Prudential Day One 2040 R3,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
PDHAX,PGIM Emerging Markets Debt Hard Ccy A,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
