symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
BGEIX,American Century Global Gold Inv,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.8571
BGEM,Blue Gem Enterprise,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
BGEGX,Baillie Gifford Emerging Markets I,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
BGEDX,Baillie Gifford Emerging Markets 5,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
BGEHX,Baillie Gifford Emerging Markets 2,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
BGEPF,Bunge Limited,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
BGELX,Baillie Gifford Emerging Markets 3,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
BGESX,Baillie Gifford EAFE I,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
BGEAX,Brandes Global Equity A,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
BGEEX,BlackRock GA Enhanced Eq,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
