symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
4971.TOK,MEC Company Ltd.,Equity,Tokyo,09:00,15:00,UTC+09,JPY,0.7500
MTL,Mechel PAO,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
MKTY,"Mechanical Technology, Incorporated",Equity,United States,09:30,16:00,UTC-05,USD,0.7500
MTL-P,Mechel PAO,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
MECIX,AMG Managers Cadence Emerging Cos I,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
MECMX,BlackRock California Muni Opps Inv A,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.4615
MECAX,AMG Managers Cadence Emerging Cos N,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.4615
DNIYY,Danieli & C. Officine Meccaniche S.p.A.,Equity,United States,09:30,16:00,UTC-05,USD,0.3158
MECVF,Mediagrif Interactive Technologies Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.2857
MECDX,MainStay Epoch Capital Growth A,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.1429
