symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
WIMHY,William Hill plc,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
TWODF,Taylor Wimpey plc,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
WIMHF,William Hill plc,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
WIMCX,Segall Bryant & Hamill MidCp ValDivInstl,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
WIMVX,Segall Bryant & Hamill Glb Lrg Cp Inst,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
WIMGX,Segall Bryant & Hamill MdCpValDivIIInstl,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.4444
TWODY,Taylor Wimpey plc,Equity,United States,09:30,16:00,UTC-05,USD,0.3000
TW.LON,Taylor Wimpey plc,Equity,United Kingdom,08:00,16:30,UTC+00,GBP,0.3000
TWW.MUN,"TAYLOR WIMPEY PLC LS -,01",Equity,Munich,08:00,20:00,UTC+01,EUR,0.3000
TWW.FRK,Taylor Wimpey plc,Equity,Frankfurt,08:00,20:00,UTC+01,EUR,0.3000
