symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
UBA,Urstadt Biddle Properties Inc.,Equity,United States,09:30,16:00,UTC-05,USD,1.0000
UBAB,United Bancorporation of Alabama Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.8571
UBAAF,Urbana Corporation,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
FR0011375450.PAR,UBAM Convertibles Europe UHC GBP,Mutual Fund,Paris,09:00,17:30,UTC+01,EUR,0.6667
SOIB.BER,UBAM-SNAM JA.EQ.V.I A,ETF,Berlin,08:00,20:00,UTC+01,EUR,0.6667
UBA.AUS,UBS IQ MSCI Australia Ethical ETF,ETF,Australia,10:00,16:00,UTC+11,AUD,0.2500
FR0011896612.PAR,UBAM FCP Euro High Yield Solution,Mutual Fund,Paris,09:00,17:30,UTC+01,EUR,0.2143
SOIA.BER,UBAM-DR.EHRHARDT GER.EQ.A,ETF,Berlin,08:00,20:00,UTC+01,EUR,0.1765
FR0000941312.PAR,UBAM Convertibles Europe AC EUR,Mutual Fund,Paris,09:00,17:30,UTC+01,EUR,0.1714
UBA2.FRK,UBAM-SWISS EQUITY  A,ETF,Frankfurt,08:00,20:00,UTC+01,EUR,0.1667
