symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
DHF,Dreyfus High Yield Strategies Fund,Equity,United States,09:30,16:00,UTC-05,USD,1.0000
DHFSX,Diamond Hill Financial Long-Short I,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
DHFCX,Diamond Hill Long-Short C,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
DHFL.NSE,Dewan Housing Finance Corporation Limited,Equity,India/NSE,09:15,15:30,UTC+5.5,INR,0.6000
F00000NGS7.BSE,DHFL Pramerica Sht Mty Qt Dv,Mutual Fund,India/Bombay,09:15,15:30,UTC+5.5,INR,0.6000
DHFL.BSE,Dewan Housing Finance Corporation Limited,Equity,India/Bombay,09:15,15:30,UTC+5.5,INR,0.2000
F00000U9MS.BSE,DHFL Pramerica Arbitrage Rg Pl Rg Dv,Mutual Fund,India/Bombay,09:15,15:30,UTC+5.5,INR,0.1935
DWSMIPAYRINC.BSE,DHFL Pramerica Equity Inc Ann Dv Opt,Mutual Fund,India/Bombay,09:15,15:30,UTC+5.5,INR,0.1538
121270.BSE,DHFL Pramerica Bkg & PSU Gr,Mutual Fund,India/Bombay,09:15,15:30,UTC+5.5,INR,0.1538
131030.BSE,DHFL Pramerica Arbitrage Rg Pl Qt Dv,Mutual Fund,India/Bombay,09:15,15:30,UTC+5.5,INR,0.1538
