symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
C-PN,Citigroup Capital XIII TR PFD SECS,Equity,United States,09:30,16:00,UTC-05,USD,0.8571
C-PS,Citigroup Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.8571
C-PK,Citigroup Inc. Dep Shs Repstg 1,Equity,United States,09:30,16:00,UTC-05,USD,0.8571
C-PL,Citigroup Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.8571
C-PJ,Citigroup Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.8571
K55105B01135.KOR,Samsung Glb Strat Dividend Fdr Bd-FoF C-P Hdg,Mutual Fund,Korea,09:00,15:30,UTC+09,KRW,0.1429
K55105B21935.KOR,Samsung Pinr Eur SM Fdr Eq-FoF C-P Hdgd,Mutual Fund,Korea,09:00,15:30,UTC+09,KRW,0.1429
K55105B22032.KOR,Samsung Pinr Eur SM Fdr Eq-FoF C-P Unhdg,Mutual Fund,Korea,09:00,15:30,UTC+09,KRW,0.1429
K55105B83901.KOR,Samsung Glb Dev Cntry Fdr Eq C-P Unhdgd,Mutual Fund,Korea,09:00,15:30,UTC+09,KRW,0.1395
K55105B89858.KOR,Samsung Pictet GM Fdr Eq-FoF C-P Unhdgd,Mutual Fund,Korea,09:00,15:30,UTC+09,KRW,0.1395
