symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
WOAIX,WOA All Asset I Class I,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.8571
WOAM,World Am Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
WOA.AUS,Wide Open Agriculture Limited,Equity,Australia,10:00,16:00,UTC+11,AUD,0.7500
WOA.STG,WORLD ACCEPTANCE CORP. Register,Equity,Stuttgart,08:00,20:00,UTC+01,EUR,0.6667
WOA.FRK,World Acceptance Corporation,Equity,Frankfurt,08:00,20:00,UTC+01,EUR,0.6667
WOA.BER,WORLD ACCEPTANCE,Equity,Berlin,08:00,20:00,UTC+01,EUR,0.6667
