symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
NI,NiSource Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.8000
NSANY,Nissan Motor Co. Ltd.,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
NSANF,Nissan Motor Co. Ltd.,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
NSHBY,Nisshinbo Holdings Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
NISTF,Nippon Steel & Sumitomo Metal Corporation,Equity,United States,09:30,16:00,UTC-05,USD,0.5000
NISUY,Nippon Suisan Kaisha Ltd.,Equity,United States,09:30,16:00,UTC-05,USD,0.5000
NISOP,NiSource Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.5000
NNCHY,Nissan Chemical Corporation,Equity,United States,09:30,16:00,UTC-05,USD,0.2727
7201.TOK,Nissan Motor Co. Ltd.,Equity,Tokyo,09:00,15:00,UTC+09,JPY,0.2500
9260.TOK,Nishimoto Co. Ltd.,Equity,Tokyo,09:00,15:00,UTC+09,JPY,0.2400
