symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
WPFH,World Poker Fund Holdings Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
WPKS,The World Poker Store Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.5714
CPKPF,C.P. Pokphand Co. Ltd.,Equity,United States,09:30,16:00,UTC-05,USD,0.5000
CPKPY,C.P. Pokphand Co. Ltd.,Equity,United States,09:30,16:00,UTC-05,USD,0.5000
CPOKY,Charoen Pokphand Foods Public Company Limited,Equity,United States,09:30,16:00,UTC-05,USD,0.4615
CPIN.JKT,PT Charoen Pokphand Indonesia Tbk,Equity,Jakarta,09:00,16:00,UTC+07,IDR,0.4444
0043.HKG,C.P. Pokphand Co. Ltd.,Equity,Hong Kong,09:30,16:00,UTC+08,HKD,0.4000
CPF.BAK,Charoen Pokphand Foods Public Company Limited,Equity,Thailand,10:00,16:30,UTC+07,THB,0.2857
POKARNA.NSE,Pokarna Limited,Equity,India/NSE,09:15,15:30,UTC+5.5,INR,0.2400
0CP1.BER,CHAROEN POKPHAND  RP 10,Equity,Berlin,08:00,20:00,UTC+01,EUR,0.2308
