symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
AAAU,Perth Mint Physical Gold ETF,ETF,United States,09:30,16:00,UTC-05,USD,1.0000
AAAUX,American Century Strat Allc: Agrsv R6,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.8889
