symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
PICO,PICO Holdings Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.8571
PICK,iShares MSCI Global Mtls&Mng Prdcrs ETF,ETF,United States,09:30,16:00,UTC-05,USD,0.8571
BOON,NYSE Pickens Oil Response ETF,ETF,United States,09:30,16:00,UTC-05,USD,0.8571
CPPD,"Circa Pictures and Production Co., Intl. Inc.",Equity,United States,09:30,16:00,UTC-05,USD,0.7500
PUPS,Pick-Ups Plus Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.5714
MGPC,Moregain Pictures Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.2857
PICB,Invesco International Corporate Bond ETF,ETF,United States,09:30,16:00,UTC-05,USD,0.2857
PICYX,Pioneer Bond Y,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.2857
FKRYTX,FT 7031: Top Picks November 201,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.1875
ILUS,Ilustrato Pictures International Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.1765
