symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
DXSH.BER,XTR.ST.EUR.600 TE.SW. 1C,ETF,Berlin,08:00,20:00,UTC+01,EUR,0.2222
DXSH.DUS,XTR.ST.EUR.600 TE.SW. 1C,ETF,Dusseldorf,08:30,20:00,UTC+01,EUR,0.2222
DXSH.HAM,XTR.ST.EUR.600 TE.SW. 1C,ETF,Hamburg,08:00,20:00,UTC+01,EUR,0.2222
DXSH.MUN,XTR.ST.EUR.600 TE.SW. 1C,ETF,Munich,08:00,20:00,UTC+01,EUR,0.2222
LYYW.HAM,LYX.STOXX E.600 TE.UETF A,ETF,Hamburg,08:00,20:00,UTC+01,EUR,0.2143
LYYW.MUN,LYX.STOXX E.600 TE.UETF A,ETF,Munich,08:00,20:00,UTC+01,EUR,0.2143
LYYW.BER,LYX.STOXX E.600 TE.UETF A,ETF,Berlin,08:00,20:00,UTC+01,EUR,0.2143
LYYW.DUS,LYX.STOXX E.600 TE.UETF A,ETF,Dusseldorf,08:30,20:00,UTC+01,EUR,0.2143
