symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
EUM,ProShares Short MSCI Emerging Markets,ETF,United States,09:30,16:00,UTC-05,USD,1.0000
EUMV,iShares Edge MSCI Min Vol Europe ETF,ETF,United States,09:30,16:00,UTC-05,USD,0.8571
