symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
EVX,VanEck Vectors Environmental Svcs ETF,ETF,United States,09:30,16:00,UTC-05,USD,1.0000
EVXXF,European Electric Metals Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
EVX.TRV,European Electric Metals Inc.,Equity,Toronto Venture,09:30,16:00,UTC-05,CAD,0.7500
EVX2.MUN,EVOLVE BLOCKCHAIN ETF,ETF,Munich,08:00,20:00,UTC+01,EUR,0.6000
