symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
EA,Electronic Arts Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.8571
BOTZ,Global X Robotics & Artfcl Intllgnc ETF,ETF,United States,09:30,16:00,UTC-05,USD,0.8571
ARTX,Arotech Corporation,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
ARTH,Arch Therapeutics Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
AJG,Arthur J. Gallagher & Co.,Equity,United States,09:30,16:00,UTC-05,USD,0.5714
APAM,Artisan Partners Asset Management Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.4000
ARTNA,Artesian Resources Corporation,Equity,United States,09:30,16:00,UTC-05,USD,0.3333
IRBO,iShares Robotics and Artfcl Intlgc ETF,ETF,United States,09:30,16:00,UTC-05,USD,0.2857
AITX,Artificial Intelligence Technology Solutions Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.2857
ARTFX,Artisan High Income Investor,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.2857
