symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
AE,Adams Resources & Energy Inc.,Equity,United States,09:30,16:00,UTC-05,USD,1.0000
AEP,American Electric Power Company Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.8000
AEZS,Aeterna Zentaris Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.8000
AET,Aetna Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.8000
AEO,American Eagle Outfitters Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.8000
AEM,Agnico Eagle Mines Limited,Equity,United States,09:30,16:00,UTC-05,USD,0.8000
AEE,Ameren Corporation,Equity,United States,09:30,16:00,UTC-05,USD,0.8000
ACM,AECOM,Equity,United States,09:30,16:00,UTC-05,USD,0.6667
AES,The AES Corporation,Equity,United States,09:30,16:00,UTC-05,USD,0.5714
AVAV,AeroVironment Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.3333
