symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
ESEA,Euroseas Ltd.,Equity,United States,09:30,16:00,UTC-05,USD,0.8000
EDRY,EuroDry Ltd.,Equity,United States,09:30,16:00,UTC-05,USD,0.8000
EEFT,Euronet Worldwide Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.6667
EVXXF,European Electric Metals Inc.,Equity,United States,09:30,16:00,UTC-05,USD,0.6667
EUFN,iShares MSCI Europe Financials ETF,ETF,United States,09:30,16:00,UTC-05,USD,0.3333
EURN,Euronav NV,Equity,United States,09:30,16:00,UTC-05,USD,0.3333
CLWT,Euro Tech Holdings Company Limited,Equity,United States,09:30,16:00,UTC-05,USD,0.3333
EUO,ProShares UltraShort Euro,ETF,United States,09:30,16:00,UTC-05,USD,0.2857
EUM,ProShares Short MSCI Emerging Markets,ETF,United States,09:30,16:00,UTC-05,USD,0.2857
EPGFX,EuroPac Gold A,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.1111
