symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
TTRZX,Templeton Global Total Return Adv,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
TTRCX,Templeton Global Total Return C,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
TTRLX,TIAA-CREF Lifecycle 2055 Retirement,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
TTRAF,Telstra Corporation Limited,Equity,United States,09:30,16:00,UTC-05,USD,0.7500
TTRHX,TIAA-CREF Lifecycle 2055 Advisor,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
TTRIX,TIAA-CREF Lifecycle 2055 Institutional,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
TTRTX,T. Rowe Price Target 2015 I,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
TTRPX,TIAA-CREF Lifecycle 2055 Premier,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
TTRFX,Goldman Sachs Tactical Tilt Overlay R6,Mutual Fund,United States,09:30,16:00,UTC-05,USD,0.7500
TTR.TRV,Titanium Transportation Group Inc.,Equity,Toronto Venture,09:30,16:00,UTC-05,CAD,0.7500
