symbol,name,type,region,marketOpen,marketClose,timezone,currency,matchScore
C.MEX,Citigroup Inc.,Equity,Mexico,08:30,15:00,UTC-06,MXP,0.8571
WSG.BER,CHINA TRADITION C.MEDI.H.,Equity,Berlin,08:00,20:00,UTC+01,EUR,0.6000
C128.DUS,C.MSCIEM.2XD.L.T.U.ETF I,ETF,Dusseldorf,08:30,20:00,UTC+01,EUR,0.4444
C128.HAM,C.MSCIEM.2XD.L.T.U.ETF I,ETF,Hamburg,08:00,20:00,UTC+01,EUR,0.4000
U65D.MUN,J O HAMBRO C.M.U-JAP.B YN,ETF,Munich,08:00,20:00,UTC+01,EUR,0.4000
X015.MUN,C.MSCI PAC.EXJP.T.U.ETF I,ETF,Munich,08:00,20:00,UTC+01,EUR,0.4000
K.BAK,Kingsmen C.M.T.I. Public Company Limited,Equity,Thailand,10:00,16:30,UTC+07,THB,0.2857
C025.FRK,C.MSCI JAP.100P.D.HD EO I,ETF,Frankfurt,08:00,20:00,UTC+01,EUR,0.2222
K-R.BAK,Kingsmen C.M.T.I. Public Company Limited,Equity,Thailand,10:00,16:30,UTC+07,THB,0.2222
U65A.FRK,J O HAMBRO C.M.U-JAP.B EO,ETF,Frankfurt,08:00,20:00,UTC+01,EUR,0.2222
